name,level,division,conference,state,city,athletics_url
Abilene Christian University,college,NCAA_D1_FCS,Western Athletic Conference,TX,Abilene,
Abraham Baldwin Agricultural College,college,NAIA,Southern States Athletic Conference,GA,Tifton,
Adams State University,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Alamosa,
Adelphi University,college,NCAA_D2,Northeast-10 Conference,NY,Garden City,
Adrian College,college,NCAA_D3,Michigan Intercollegiate Athletic Association,MI,Adrian,
Agnes Scott College,college,NCAA_D3,Collegiate Conference of the South,GA,Decatur,
Alabama A&M University,college,NCAA_D1_FCS,SWAC,AL,Normal,
Alabama Agricultural and Mechanical University,college,NCAA_D1_FCS,Southwestern Athletic Conference,AL,Normal,
Alabama State University,college,NCAA_D1_FCS,Southwestern Athletic Conference,AL,Montgomery,
Albany State University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,GA,Albany,
Albertus Magnus College,college,NCAA_D3,Great Northeast Athletic Conference,CT,New Haven,
Albion College,college,NCAA_D3,Michigan Intercollegiate Athletic Association,MI,Albion,
Albright College,college,NCAA_D3,MAC Commonwealth,PA,Reading,
Alcorn State University,college,NCAA_D1_FCS,Southwestern Athletic Conference,MS,Lorman,
Alfred State College,college,NCAA_D3,Allegheny Mountain Collegiate Conference(State University of New York Athletic Conferencein 2026),NY,Alfred,
Alfred University,college,NCAA_D3,Empire 8,NY,Alfred,
Alice Lloyd College,college,NAIA,Continental Athletic Conference,KY,Pippa Passes,
Allegheny College,college,NCAA_D3,Presidents' Athletic Conference,PA,Meadville,
Allen University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,SC,Columbia,
Alma College,college,NCAA_D3,Michigan Intercollegiate Athletic Association,MI,Alma,
Alvernia University,college,NCAA_D3,MAC Commonwealth,PA,Reading,
Alverno College,college,NCAA_D3,Northern Athletics Collegiate Conference(Coast to Coast Athletic Conferencein 2026),WI,Milwaukee,
American International College,college,NCAA_D2,Northeast-10 Conference,MA,Springfield,
American University,college,NCAA_D1,Patriot League,DC,Washington,
Amherst College,college,NCAA_D3,New England Small College Athletic Conference,MA,Amherst,
Anderson University,college,NCAA_D2,South Atlantic Conference,SC,Anderson,
Andrew College,college,NAIA,Georgia Collegiate Athletic Association(NJCAA),GA,Cuthbert,
Angelo State University,college,NCAA_D2,Lone Star Conference,TX,San Angelo,
Anna Maria College,college,NCAA_D3,Massachusetts State Collegiate Athletic Conference,MA,Paxton,
Appalachian State University,college,NCAA_D1_FBS,Sun Belt Conference,NC,Boone,
Aquinas College,college,NAIA,Wolverine–Hoosier Athletic Conference,MI,Grand Rapids,
Arcadia University,college,NCAA_D3,MAC Freedom,PA,Glenside,
Arizona Christian University,college,NAIA,Great Southwest Athletic Conference,AZ,Phoenix,
Arizona State University,college,NCAA_D1_FBS,Big 12 Conference,AZ,Tempe,
Arkansas Baptist College,college,NAIA,Continental Athletic Conference,AR,Little Rock,
Arkansas State University,college,NCAA_D1_FBS,Sun Belt Conference,AR,Jonesboro,
Arkansas Tech University,college,NCAA_D2,Great American Conference,AR,Russellville,
Army,college,NCAA_D1_FBS,American,NY,West Point,
Asbury University,college,NCAA_D3,Collegiate Conference of the South,KY,Wilmore,
Ashland University,college,NCAA_D2,Great Midwest Athletic Conference,OH,Ashland,
Assumption University,college,NCAA_D2,Northeast-10 Conference,MA,Worcester,
Auburn University,college,NCAA_D1_FBS,Southeastern Conference,AL,Auburn,
Auburn University at Montgomery,college,NCAA_D2,Gulf South Conference,AL,Montgomery,
Augsburg University,college,NCAA_D3,Minnesota Intercollegiate Athletic Conference,MN,Minneapolis,
Augusta University,college,NCAA_D2,Peach Belt Conference,GA,Augusta,
Augustana College,college,NCAA_D3,College Conference of Illinois and Wisconsin,IL,Rock Island,
Augustana University,college,NCAA_D2,Northern Sun Intercollegiate Conference,SD,Sioux Falls,
Aurora University,college,NCAA_D3,Northern Athletics Collegiate Conference,IL,Aurora,
Austin College,college,NCAA_D3,Southern Collegiate Athletic Conference,TX,Sherman,
Austin Peay State University,college,NCAA_D1_FCS,Atlantic Sun Conference,TN,Clarksville,
Ave Maria University,college,NAIA,Sun Conference,FL,Ave Maria,
Averett University,college,NCAA_D3,Old Dominion Athletic Conference,VA,Danville,
Avila University,college,NAIA,Kansas Collegiate Athletic Conference,MO,Kansas City,
Azusa Pacific University,college,NCAA_D2,Pacific West Conference,CA,Azusa,
Babson College,college,NCAA_D3,New England Women's and Men's Athletic Conference,MA,Wellesley,
Baker University,college,NAIA,Heart of America Athletic Conference,KS,Baldwin City,
Baldwin Wallace University,college,NCAA_D3,Ohio Athletic Conference,OH,Berea,
Ball State University,college,NCAA_D1_FBS,Mid-American Conference,IN,Muncie,
Bard College,college,NCAA_D3,Liberty League,NY,Annandale-on-Hudson,
Barry University,college,NCAA_D2,Sunshine State Conference,FL,Miami Shores,
Barton College,college,NCAA_D2,Conference Carolinas,NC,Wilson,
Baruch College,college,NCAA_D3,City University of New York Athletic Conference,NY,New York,
Bates College,college,NCAA_D3,New England Small College Athletic Conference,ME,Lewiston,
Baylor University,college,NCAA_D1_FBS,Big 12 Conference,TX,Waco,
Belhaven University,college,NCAA_D3,Collegiate Conference of the South,MS,Jackson,
Bellarmine University,college,NCAA_D1,Atlantic Sun Conference,KY,Louisville,
Bellevue University,college,NAIA,Frontier Conference,NE,Bellevue,
Belmont Abbey College,college,NCAA_D2,Conference Carolinas,NC,Belmont,
Belmont University,college,NCAA_D1,Missouri Valley Conference,TN,Nashville,
Beloit College,college,NCAA_D3,Midwest Conference,WI,Beloit,
Bemidji State University,college,NCAA_D2,Northern Sun Intercollegiate Conference,MN,Bemidji,
Benedict College,college,NCAA_D2,Southern Intercollegiate Athletic Conference,SC,Columbia,
Benedictine College,college,NAIA,Heart of America Athletic Conference,KS,Atchison,
Benedictine University,college,NCAA_D3,Northern Athletics Collegiate Conference,IL,Lisle,
Benedictine University at Mesa,college,NAIA,Great Southwest Athletic Conference,AZ,Mesa,
Bentley University,college,NCAA_D2,Northeast-10 Conference,MA,Waltham,
Berea College,college,NCAA_D3,Heartland Collegiate Athletic Conference,KY,Berea,
Berry College,college,NCAA_D3,Southern Athletic Association,GA,Mount Berry,
Bethany College,college,NCAA_D3,Presidents' Athletic Conference,WV,Bethany,
Bethany Lutheran College,college,NCAA_D3,Upper Midwest Athletic Conference,MN,Mankato,
Bethel College (KS),college,NAIA,Kansas Collegiate Athletic Conference,KS,North Newton,
Bethel University,college,NCAA_D3,Minnesota Intercollegiate Athletic Conference,MN,Arden Hills,
Bethel University (IN),college,NAIA,Crossroads League,IN,Mishawaka,
Bethel University (TN),college,NAIA,Mid-South Conference,TN,McKenzie,
Bethune–Cookman University,college,NCAA_D1_FCS,Southwestern Athletic Conference,FL,Daytona Beach,
Biola University,college,NCAA_D2,Pacific West Conference,CA,La Mirada,
Bismarck State College,college,NAIA,Frontier Conference,ND,Bismarck,
Black Hills State University,college,NCAA_D2,Rocky Mountain Athletic Conference,SD,Spearfish,
Blackburn College,college,NCAA_D3,St. Louis Intercollegiate Athletic Conference,IL,Carlinville,
Blue Mountain Christian University,college,NAIA,Southern States Athletic Conference,MS,Blue Mountain,
Bluefield State University,college,NCAA_D2,Central Intercollegiate Athletic Association,WV,Bluefield,
Bluefield University,college,NAIA,Appalachian Athletic Conference,VA,Bluefield,
Bluffton University,college,NCAA_D3,Heartland Collegiate Athletic Conference,OH,Bluffton,
Boise State University,college,NCAA_D1_FBS,Mountain West Conference,ID,Boise,
Boston College,college,NCAA_D1_FBS,Atlantic Coast Conference,MA,Chestnut Hill,
Boston University,college,NCAA_D1,Patriot League,MA,Boston,
Bowdoin College,college,NCAA_D3,New England Small College Athletic Conference,ME,Brunswick,
Bowie State University,college,NCAA_D2,Central Intercollegiate Athletic Association,MD,Bowie,
Bowling Green State University,college,NCAA_D1_FBS,Mid-American Conference,OH,Bowling Green,
Bradley University,college,NCAA_D1,Missouri Valley Conference,IL,Peoria,
Brandeis University,college,NCAA_D3,University Athletic Association,MA,Waltham,
Brenau University,college,NAIA,Appalachian Athletic Conference,GA,Gainesville,
Brescia University,college,NAIA,River States Conference,KY,Owensboro,
Brevard College,college,NCAA_D3,USA South Athletic Conference,NC,Brevard,
Brewton–Parker Christian University,college,NAIA,Southern States Athletic Conference,GA,Mount Vernon,
Briar Cliff University,college,NAIA,Great Plains Athletic Conference,IA,Sioux City,
Bridgewater College,college,NCAA_D3,Old Dominion Athletic Conference,VA,Bridgewater,
Bridgewater State University,college,NCAA_D3,Massachusetts State Collegiate Athletic Conference,MA,Bridgewater,
Brigham Young University,college,NCAA_D1_FBS,Big 12 Conference,UT,Provo,
Brooklyn College,college,NCAA_D3,City University of New York Athletic Conference,NY,Brooklyn,
Brown University,college,NCAA_D1_FCS,Ivy League,RI,Providence,
Bryan College,college,NAIA,Appalachian Athletic Conference,TN,Dayton,
Bryant University,college,NCAA_D1_FCS,America East Conference,RI,Smithfield,
Bryn Mawr College,college,NCAA_D3,Centennial Conference,PA,Bryn Mawr,
Bucknell University,college,NCAA_D1_FCS,Patriot League,PA,Lewisburg,
Buena Vista University,college,NCAA_D3,American Rivers Conference,IA,Storm Lake,
Buffalo State University,college,NCAA_D3,State University of New York Athletic Conference,NY,Buffalo,
Bushnell University,college,NAIA,Cascade Collegiate Conference,OR,Eugene,
Butler University,college,NCAA_D1_FCS,Big East Conference,IN,Indianapolis,
Cairn University,college,NCAA_D3,United East Conference,PA,Langhorne,
Cal Poly Maritime Academy(Cal Maritime),college,NAIA,California Pacific Conference,CA,Vallejo,
Caldwell University,college,NCAA_D2,Central Atlantic Collegiate Conference,NJ,Caldwell,
California Baptist University,college,NCAA_D1,Western Athletic Conference,CA,Riverside,
California Institute of Technology,college,NCAA_D3,Southern California Intercollegiate Athletic Conference,CA,Pasadena,
California Lutheran University,college,NCAA_D3,Southern California Intercollegiate Athletic Conference,CA,Thousand Oaks,
California Polytechnic State University,college,NCAA_D1_FCS,Big West Conference,CA,San Luis Obispo,
"California State Polytechnic University, Humboldt",college,NCAA_D2,California Collegiate Athletic Association,CA,Arcata,
"California State Polytechnic University, Pomona",college,NCAA_D2,California Collegiate Athletic Association,CA,Pomona,
California State University San Marcos,college,NCAA_D2,California Collegiate Athletic Association,CA,San Marcos,
"California State University, Bakersfield",college,NCAA_D1,Big West Conference,CA,Bakersfield,
"California State University, Chico",college,NCAA_D2,California Collegiate Athletic Association,CA,Chico,
"California State University, Dominguez Hills",college,NCAA_D2,California Collegiate Athletic Association,CA,Carson,
"California State University, East Bay",college,NCAA_D2,California Collegiate Athletic Association,CA,Hayward,
"California State University, Fresno",college,NCAA_D1_FBS,Mountain West Conference,CA,Fresno,
"California State University, Fullerton",college,NCAA_D1,Big West Conference,CA,Fullerton,
"California State University, Long Beach",college,NCAA_D1,Big West Conference,CA,Long Beach,
"California State University, Los Angeles",college,NCAA_D2,California Collegiate Athletic Association,CA,Los Angeles,
"California State University, Monterey Bay",college,NCAA_D2,California Collegiate Athletic Association,CA,Seaside,
"California State University, Northridge",college,NCAA_D1,Big West Conference,CA,Northridge,
"California State University, Sacramento",college,NCAA_D1_FCS,Big Sky Conference,CA,Sacramento,
"California State University, San Bernardino",college,NCAA_D2,California Collegiate Athletic Association,CA,San Bernardino,
"California State University, Stanislaus",college,NCAA_D2,California Collegiate Athletic Association,CA,Turlock,
Calumet College of St. Joseph(CCSJ),college,NAIA,Chicagoland Collegiate Athletic Conference,IN,Whiting,
Calvin University,college,NCAA_D3,Michigan Intercollegiate Athletic Association,MI,Grand Rapids,
Cameron University,college,NCAA_D2,Lone Star Conference,OK,Lawton,
Campbell University,college,NCAA_D1_FCS,Coastal Athletic Association,NC,Buies Creek,
Campbellsville University,college,NAIA,Mid-South Conference,KY,Campbellsville,
Canisius University,college,NCAA_D1,Metro Atlantic Athletic Conference,NY,Buffalo,
Capital University,college,NCAA_D3,Ohio Athletic Conference,OH,Bexley,
Carleton College,college,NCAA_D3,Minnesota Intercollegiate Athletic Conference,MN,Northfield,
Carlow University,college,NCAA_D3,Allegheny Mountain Collegiate Conference,PA,Pittsburgh,
Carnegie Mellon University,college,NCAA_D3,University Athletic Association,PA,Pittsburgh,
Carolina University,college,NAIA,Continental Athletic Conference,NC,Winston-Salem,
Carroll College,college,NAIA,Frontier Conference,MT,Helena,
Carroll University,college,NCAA_D3,College Conference of Illinois and Wisconsin,WI,Waukesha,
Carson–Newman University,college,NCAA_D2,South Atlantic Conference,TN,Jefferson City,
Carthage College,college,NCAA_D3,College Conference of Illinois and Wisconsin,WI,Kenosha,
Case Western Reserve University,college,NCAA_D3,University Athletic Association,OH,Cleveland,
Catawba College,college,NCAA_D2,South Atlantic Conference,NC,Salisbury,
Catholic University of America,college,NCAA_D3,Landmark Conference,DC,Washington,
Cedar Crest College,college,NCAA_D3,United East Conference,PA,Allentown,
Cedarville University,college,NCAA_D2,Great Midwest Athletic Conference,OH,Cedarville,
Centenary College of Louisiana,college,NCAA_D3,Southern Collegiate Athletic Conference,LA,Shreveport,
Centenary University,college,NCAA_D3,Atlantic East Conference,NJ,Hackettstown,
Central Baptist College,college,NAIA,American Midwest Conference,AR,Conway,
Central Christian College of Kansas,college,NAIA,Sooner Athletic Conference,KS,McPherson,
Central College,college,NCAA_D3,American Rivers Conference,IA,Pella,
Central Connecticut State University,college,NCAA_D1_FCS,NEC,CT,New Britain,
Central Methodist University,college,NAIA,Heart of America Athletic Conference,MO,Fayette,
Central Michigan University,college,NCAA_D1_FBS,Mid-American Conference,MI,Mount Pleasant,
Central State University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,OH,Wilberforce,
Central Washington University,college,NCAA_D2,Great Northwest Athletic Conference,WA,Ellensburg,
Centre College,college,NCAA_D3,Southern Athletic Association,KY,Danville,
Chadron State College,college,NCAA_D2,Rocky Mountain Athletic Conference,NE,Chadron,
Chaminade University of Honolulu,college,NCAA_D2,Pacific West Conference,HI,Honolulu,
Chapman University,college,NCAA_D3,Southern California Intercollegiate Athletic Conference,CA,Orange,
Charleston Southern University,college,NCAA_D1_FCS,Big South Conference,SC,North Charleston,
Chatham University,college,NCAA_D3,Presidents' Athletic Conference,PA,Pittsburgh,
Chestnut Hill College,college,NCAA_D2,Central Atlantic Collegiate Conference,PA,Philadelphia,
Chicago State University,college,NCAA_D1,NEC,IL,Chicago,
Chowan University,college,NCAA_D2,Conference Carolinas,NC,Murfreesboro,
Christian Brothers University,college,NCAA_D2,Gulf South Conference,TN,Memphis,
Christopher Newport University,college,NCAA_D3,Coast to Coast Athletic Conference,VA,Newport News,
City College of New York,college,NCAA_D3,City University of New York Athletic Conference,NY,New York,
Claflin University,college,NCAA_D2,Central Intercollegiate Athletic Association,SC,Orangeburg,
"Claremont McKenna College,Harvey Mudd College, andScripps College",college,NCAA_D3,Southern California Intercollegiate Athletic Conference,CA,Claremont,
Clark Atlanta University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,GA,Atlanta,
Clark University,college,NCAA_D3,New England Women's and Men's Athletic Conference,MA,Worcester,
Clarke University,college,NAIA,Heart of America Athletic Conference,IA,Dubuque,
Clarkson University,college,NCAA_D3,Liberty League,NY,Potsdam,
Clayton State University,college,NCAA_D2,Peach Belt Conference,GA,Morrow,
Cleary University,college,NAIA,Wolverine–Hoosier Athletic Conference,MI,Howell,
Clemson University,college,NCAA_D1_FBS,Atlantic Coast Conference,SC,Clemson,
Cleveland State University,college,NCAA_D1,Horizon League,OH,Cleveland,
Coastal Carolina University,college,NCAA_D1_FBS,Sun Belt Conference,SC,Conway,
Coe College,college,NCAA_D3,American Rivers Conference,IA,Cedar Rapids,
Coker University,college,NCAA_D2,South Atlantic Conference,SC,Hartsville,
Colby College,college,NCAA_D3,New England Small College Athletic Conference,ME,Waterville,
Colby–Sawyer College,college,NCAA_D3,Great Northeast Athletic Conference,NH,New London,
Colgate University,college,NCAA_D1_FCS,Patriot League,NY,Hamilton,
College of Charleston,college,NCAA_D1,Coastal Athletic Association,SC,Charleston,
College of Coastal Georgia,college,NAIA,Sun Conference,GA,Brunswick,
College of Idaho,college,NAIA,Cascade Collegiate Conference,ID,Caldwell,
College of Saint Benedict,college,NCAA_D3,Minnesota Intercollegiate Athletic Conference,MN,St. Joseph,
College of Saint Mary,college,NAIA,Great Plains Athletic Conference,NE,Omaha,
College of Staten Island,college,NCAA_D2,East Coast Conference,NY,Staten Island,
College of the Holy Cross,college,NCAA_D1_FCS,Patriot League,MA,Worcester,
College of the Ozarks,college,NAIA,Sooner Athletic Conference,MO,Point Lookout,
College of Wooster,college,NCAA_D3,North Coast Athletic Conference,OH,Wooster,
Colorado Christian University,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Lakewood,
Colorado College,college,NCAA_D3,Southern Collegiate Athletic Conference,CO,Colorado Springs,
Colorado Mesa University,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Grand Junction,
Colorado School of Mines,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Golden,
Colorado State University,college,NCAA_D1_FBS,Mountain West Conference,CO,Fort Collins,
Colorado State University–Pueblo,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Pueblo,
Columbia College (MO),college,NAIA,American Midwest Conference,MO,Columbia,
Columbia College (SC),college,NAIA,Appalachian Athletic Conference,SC,Columbia,
Columbia International University,college,NAIA,Appalachian Athletic Conference,SC,Columbia,
Columbia University in the City of New York,college,NCAA_D1_FCS,Ivy League,NY,New York,
Columbus State University,college,NCAA_D2,Peach Belt Conference,GA,Columbus,
Commonwealth University-Bloomsburg,college,NCAA_D2,Pennsylvania State Athletic Conference,PA,Bloomsburg,
Commonwealth University-Lock Haven,college,NCAA_D2,Pennsylvania State Athletic Conference,PA,Lock Haven,
Commonwealth University-Mansfield,college,NCAA_D2,Pennsylvania State Athletic Conference,PA,Mansfield,
Concord University,college,NCAA_D2,Mountain East Conference,WV,Athens,
Concordia College,college,NCAA_D3,Minnesota Intercollegiate Athletic Conference,MN,Moorhead,
Concordia University Chicago,college,NCAA_D3,Northern Athletics Collegiate Conference,IL,River Forest,
Concordia University Texas,college,NCAA_D3,Southern Collegiate Athletic Conference,TX,Austin,
Concordia University Wisconsin,college,NCAA_D3,Northern Athletics Collegiate Conference(College Conference of Illinois and Wisconsinin 2027),WI,Mequon,
Concordia University-Irvine,college,NCAA_D2,Pacific West Conference,CA,Irvine,
Concordia University–Nebraska,college,NAIA,Great Plains Athletic Conference,NE,Seward,
Concordia University–St. Paul,college,NCAA_D2,Northern Sun Intercollegiate Conference,MN,St. Paul,
Connecticut College,college,NCAA_D3,New England Small College Athletic Conference,CT,New London,
Converse University,college,NCAA_D2,Conference Carolinas,SC,Spartanburg,
Coppin State University,college,NCAA_D1,Mid-Eastern Athletic Conference,MD,Baltimore,
Corban University,college,NAIA,Cascade Collegiate Conference,OR,Salem,
Cornell College,college,NCAA_D3,Midwest Conference,IA,Mount Vernon,
Cornell University,college,NCAA_D1_FCS,Ivy League,NY,Ithaca,
Cornerstone University,college,NAIA,Wolverine–Hoosier Athletic Conference,MI,Grand Rapids,
Cottey College,college,NAIA,American Midwest Conference,MO,Nevada,
Covenant College,college,NCAA_D3,Collegiate Conference of the South,GA,Lookout Mountain,
Creighton University,college,NCAA_D1,Big East Conference,NE,Omaha,
Crowley's Ridge College,college,NAIA,American Midwest Conference,AR,Paragould,
Crown College,college,NCAA_D3,Upper Midwest Athletic Conference,MN,St. Bonifacius,
Culver–Stockton College,college,NAIA,Heart of America Athletic Conference,MO,Canton,
Cumberland University,college,NAIA,Mid-South Conference,TN,Lebanon,
Curry College,college,NCAA_D3,Conference of New England,MA,Milton,
D'Youville University,college,NCAA_D2,East Coast Conference,NY,Buffalo,
Daemen University,college,NCAA_D2,East Coast Conference,NY,Amherst,
Dakota State University,college,NAIA,Frontier Conference,SD,Madison,
Dakota Wesleyan University,college,NAIA,Great Plains Athletic Conference,SD,Mitchell,
Dallas Baptist University,college,NCAA_D2,Lone Star Conference,TX,Dallas,
Dalton State College,college,NAIA,Southern States Athletic Conference,GA,Dalton,
Dartmouth College,college,NCAA_D1_FCS,Ivy League,NH,Hanover,
Davenport University,college,NCAA_D2,Great Lakes Intercollegiate Athletic Conference,MI,Grand Rapids,
Davidson College,college,NCAA_D1_FCS,Atlantic 10 Conference,NC,Davidson,
Davis & Elkins College,college,NCAA_D2,Mountain East Conference,WV,Elkins,
Dean College,college,NCAA_D3,Great Northeast Athletic Conference,MA,Franklin,
Defiance College,college,NAIA,Wolverine–Hoosier Athletic Conference,OH,Defiance,
Delaware State University,college,NCAA_D1_FCS,Mid-Eastern Athletic Conference,DE,Dover,
Delaware Valley University,college,NCAA_D3,MAC Freedom,PA,Doylestown,
Delta State University,college,NCAA_D2,Gulf South Conference,MS,Cleveland,
Denison University,college,NCAA_D3,North Coast Athletic Conference,OH,Granville,
DePaul University,college,NCAA_D1,Big East Conference,IL,Chicago,
DePauw University,college,NCAA_D3,North Coast Athletic Conference,IN,Greencastle,
DeSales University,college,NCAA_D3,MAC Freedom,PA,Center Valley,
Dickinson College,college,NCAA_D3,Centennial Conference,PA,Carlisle,
Dickinson State University,college,NAIA,Frontier Conference,ND,Dickinson,
Dillard University,college,NAIA,HBCU Athletic Conference,LA,New Orleans,
Doane College,college,NAIA,Great Plains Athletic Conference,NE,Crete,
Dominican University,college,NCAA_D3,Northern Athletics Collegiate Conference,IL,River Forest,
Dominican University New York,college,NCAA_D2,Central Atlantic Collegiate Conference,NY,Orangeburg,
Dominican University of California,college,NCAA_D2,Pacific West Conference,CA,San Rafael,
Dordt University,college,NAIA,Great Plains Athletic Conference,IA,Sioux Center,
Drake University,college,NCAA_D1_FCS,Missouri Valley Conference,IA,Des Moines,
Drew University,college,NCAA_D3,Landmark Conference,NJ,Madison,
Drexel University,college,NCAA_D1,Coastal Athletic Association,PA,Philadelphia,
Drury University,college,NCAA_D2,Great Lakes Valley Conference,MO,Springfield,
Duke University,college,NCAA_D1_FBS,Atlantic Coast Conference,NC,Durham,
Duquesne University of the Holy Spirit,college,NCAA_D1_FCS,Atlantic 10 Conference,PA,Pittsburgh,
Earlham College,college,NCAA_D3,Heartland Collegiate Athletic Conference,IN,Richmond,
East Carolina University,college,NCAA_D1_FBS,American Conference,NC,Greenville,
East Central University,college,NCAA_D2,Great American Conference,OK,Ada,
East Stroudsburg University of Pennsylvania,college,NCAA_D2,Pennsylvania State Athletic Conference,PA,East Stroudsburg,
East Tennessee State University,college,NCAA_D1_FCS,Southern Conference,TN,Johnson City,
East Texas A&M University,college,NCAA_D1_FCS,Southland Conference,TX,Commerce,
East Texas Baptist University,college,NCAA_D3,American Southwest Conference,TX,Marshall,
Eastern Connecticut State University,college,NCAA_D3,Little East Conference,CT,Willimantic,
Eastern Illinois University,college,NCAA_D1_FCS,Ohio Valley Conference,IL,Charleston,
Eastern Kentucky University,college,NCAA_D1_FCS,Atlantic Sun Conference,KY,Richmond,
Eastern Mennonite University,college,NCAA_D3,Old Dominion Athletic Conference,VA,Harrisonburg,
Eastern Michigan University,college,NCAA_D1_FBS,Mid-American Conference,MI,Ypsilanti,
Eastern New Mexico University,college,NCAA_D2,Lone Star Conference,NM,Portales,
Eastern Oregon University,college,NAIA,Cascade Collegiate Conference,OR,La Grande,
Eastern University,college,NCAA_D3,MAC Commonwealth,PA,St. Davids,
Eastern Washington University,college,NCAA_D1_FCS,Big Sky Conference,WA,Cheney,
Eckerd College,college,NCAA_D2,Sunshine State Conference,FL,St. Petersburg,
Edgewood University,college,NCAA_D3,Northern Athletics Collegiate Conference,WI,Madison,
Edward Waters University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,FL,Jacksonville,
Elizabeth City State University,college,NCAA_D2,Central Intercollegiate Athletic Association,NC,Elizabeth City,
Elizabethtown College,college,NCAA_D3,Landmark Conference,PA,Elizabethtown,
Elmhurst University,college,NCAA_D3,College Conference of Illinois and Wisconsin,IL,Elmhurst,
Elmira College,college,NCAA_D3,Empire 8,NY,Elmira,
Elms College,college,NCAA_D3,Great Northeast Athletic Conference,MA,Chicopee,
Elon University,college,NCAA_D1_FCS,Coastal Athletic Association,NC,Elon,
Embry-Riddle Aeronautical University,college,NCAA_D2,Sunshine State Conference,FL,Daytona Beach,
"Embry–Riddle Aeronautical University, Prescott",college,NAIA,Great Southwest Athletic Conference,AZ,Prescott,
Emerson College,college,NCAA_D3,New England Women's and Men's Athletic Conference,MA,Boston,
Emmanuel College,college,NCAA_D3,Great Northeast Athletic Conference,MA,Boston,
Emmanuel University,college,NCAA_D2,Conference Carolinas,GA,Franklin Springs,
Emory & Henry University,college,NCAA_D2,South Atlantic Conference,VA,Emory,
Emory University,college,NCAA_D3,University Athletic Association,GA,Atlanta,
Emporia State University,college,NCAA_D2,Mid-America Intercollegiate Athletics Association,KS,Emporia,
Endicott College,college,NCAA_D3,Conference of New England,MA,Beverly,
Erskine College,college,NCAA_D2,Conference Carolinas,SC,Due West,
Eureka College,college,NCAA_D3,St. Louis Intercollegiate Athletic Conference,IL,Eureka,
Evangel University,college,NAIA,Kansas Collegiate Athletic Conference,MO,Springfield,
Fairfield University,college,NCAA_D1,Metro Atlantic Athletic Conference,CT,Fairfield,
Fairleigh Dickinson University,college,NCAA_D1,NEC,NJ,Hackensack,
"Fairleigh Dickinson University, Florham",college,NCAA_D3,MAC Freedom,NJ,Madison/Florham Park,
Fairmont State University,college,NCAA_D2,Mountain East Conference,WV,Fairmont,
Farmingdale State College,college,NCAA_D3,Skyline Conference,NY,Farmingdale,
Faulkner University,college,NAIA,Southern States Athletic Conference,AL,Montgomery,
Fayetteville State University,college,NCAA_D2,Central Intercollegiate Athletic Association,NC,Fayetteville,
Felician University,college,NCAA_D2,Central Atlantic Collegiate Conference,NJ,Rutherford,
Ferris State University,college,NCAA_D2,Great Lakes Intercollegiate Athletic Conference,MI,Big Rapids,
Ferrum College,college,NCAA_D2,Conference Carolinas,VA,Ferrum,
Fisher College,college,NAIA,Continental Athletic Conference,MA,Boston,
Fisk University,college,NAIA,HBCU Athletic Conference,TN,Nashville,
Fitchburg State University,college,NCAA_D3,Massachusetts State Collegiate Athletic Conference,MA,Fitchburg,
Flagler College,college,NCAA_D2,Peach Belt Conference,FL,St. Augustine,
Florida A&M University,college,NCAA_D1_FCS,SWAC,FL,Tallahassee,
Florida Agricultural and Mechanical University,college,NCAA_D1_FCS,Southwestern Athletic Conference,FL,Tallahassee,
Florida Atlantic University,college,NCAA_D1_FBS,American Conference,FL,Boca Raton,
Florida College,college,NAIA,Continental Athletic Conference,FL,Temple Terrace,
Florida Gulf Coast University,college,NCAA_D1,Atlantic Sun Conference,FL,Fort Myers,
Florida Institute of Technology,college,NCAA_D2,Sunshine State Conference,FL,Melbourne,
Florida International University,college,NCAA_D1_FBS,Conference USA,FL,Miami,
Florida Memorial University,college,NAIA,Sun Conference,FL,Miami Gardens,
Florida National University,college,NAIA,Continental Athletic Conference,FL,Miami,
Florida Southern College,college,NCAA_D2,Sunshine State Conference,FL,Lakeland,
Florida State University,college,NCAA_D1_FBS,Atlantic Coast Conference,FL,Tallahassee,
Fordham University,college,NCAA_D1_FCS,Atlantic 10 Conference,NY,Bronx,
Fort Hays State University,college,NCAA_D2,Mid-America Intercollegiate Athletics Association,KS,Hays,
Fort Lewis College,college,NCAA_D2,Rocky Mountain Athletic Conference,CO,Durango,
Fort Valley State University,college,NCAA_D2,Southern Intercollegiate Athletic Conference,GA,Fort Valley,
Framingham State University,college,NCAA_D3,Massachusetts State Collegiate Athletic Conference,MA,Framingham,
Francis Marion University,college,NCAA_D2,Conference Carolinas,SC,Florence,
Franciscan University of Steubenville,college,NCAA_D3,Presidents' Athletic Conference,OH,Steubenville,
Franklin & Marshall College,college,NCAA_D3,Centennial Conference,PA,Lancaster,
